,,,,,,,,,,,,,,,,,,,,,,
,,,Pipeline Report,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"LICENSE /
LINE #",COMPANY NAME,,,,"LICENSE
DATE","FROM
LOCATION","TO
LOCATION","LGTH
(kms)",STS,SUB,"H2S
(mol/
kmol)","OD
(mm)","WT
(mm)",MAT,TYPE,GRD,"MOP
(kpa)",JNT,"INTL
COAT","STRESS
LEVEL
(%)",ENV,FIELD
3257 -  1,ALPHABOW ENERGY LTD.,,,,"Mar 25, 1994",2-28-64-18W5 BE,2-20-64-18W5 BE,2.4,A,NG,0,114.3,3.96,S,5L    ,B   ,0,W,U,0,,KAYBOB
3257 -  2,ALPHABOW ENERGY LTD.,,,,"Jan 14, 1998",2-20-64-18W5 PL,10-17-64-18W5 PL,0.95,O,NG,0,168.3,4.78,S,5L    ,B   ,4960,W,U,36,,KAYBOB
3257 -  3,ALPHABOW ENERGY LTD.,,,,"Mar 25, 1994",10-17-64-18W5 PL,1-11-64-19W5 PL,5.3,O,NG,0,219.1,5.18,S,5LX   ,X42 ,4960,W,U,36,,KAYBOB
3257 -  5,ALPHABOW ENERGY LTD.,,,,"Mar 25, 1994",1-11-64-19W5 PL,8-9-64-19W5 GP,3.55,O,NG,0,219.1,5.18,S,5LX   ,X42 ,4960,W,U,36,RC,KAYBOB
3897 -  1,ALPHABOW ENERGY LTD.,,,,"Jul 8, 1996",12-23-64-19W5 BE,7-22-64-19W5 BE,0.82,A,NG,0,88.9,3.99,S,5L    ,B   ,0,W,U,0,,KAYBOB
3897 -  3,ALPHABOW ENERGY LTD.,,,,"Jul 8, 1996",7-22-64-19W5 BE,4-22-64-19W5 BE,0.81,A,NG,0,88.9,3.99,S,5L    ,B   ,0,W,U,0,RC,KAYBOB
6011 -  1,ALPHABOW ENERGY LTD.,,,,"Jun 28, 1996",10-5-64-19W5 WE,8-9-64-19W5 GP,2.73,O,NG,0,168.3,4.78,S,UUUUUU,B   ,6720,W,U,49,,KAYBOB
6011 -  2,ALPHABOW ENERGY LTD.,,,,"Apr 12, 2001",7-16-64-20W5 WE,10-15-64-20W5 PL,1.95,O,NG,0,88.9,4.78,S,5LX   ,X42 ,4960,W,U,16,,KAYBOB
6011 -  3,ALPHABOW ENERGY LTD.,,,,"Apr 12, 2001",10-15-64-20W5 PL,10-14-64-20W5 PL,1.75,O,NG,0,88.9,4.78,S,5LX   ,X42 ,4960,W,U,16,,KAYBOB
6011 -  4,ALPHABOW ENERGY LTD.,,,,"Apr 12, 2001",10-14-64-20W5 PL,10-24-64-20W5 PL,2.3,O,NG,0,114.3,4.78,S,5LX   ,X42 ,4960,W,U,20,,KAYBOB
6011 -  6,ALPHABOW ENERGY LTD.,,,,"Apr 12, 2001",8-21-63-19W5 BE,6-28-63-19W5 BE,2.1,A,NG,0,114.3,3.2,S,Z245.1,2901,0,W,U,0,,KAYBOB
6011 -  7,ALPHABOW ENERGY LTD.,,,,"Apr 12, 2001",6-3-64-19W5 WE,8-4-64-19W5 PL,0.8,O,NG,0,114.3,3.2,S,Z245.1,2901,4960,W,U,31,,KAYBOB
6011 -  8,ALPHABOW ENERGY LTD.,,,,"Apr 12, 2001",6-28-63-19W5 PL,8-9-64-19W5 GP,5.8,O,NG,0,219.1,4.8,S,Z245.1,2901,4960,W,U,39,CC,KAYBOB
6011 -  9,ALPHABOW ENERGY LTD.,,,,"Apr 16, 2001",10-1-65-18W5 WE,15-2-65-18W5 PL,1.83,O,NG,0,114.3,3.96,S,5LX   ,X42 ,4960,W,U,25,,KAYBOB
6011 -  10,ALPHABOW ENERGY LTD.,,,,"Apr 16, 2001",15-2-65-18W5 PL,15-2-65-18W5 PL,0.08,O,NG,0,114.3,3.96,S,5LX   ,X42 ,4960,W,U,25,CC,KAYBOB
6011 -  11,ALPHABOW ENERGY LTD.,,,,"Apr 16, 2001",9-3-65-18W5 PL,10-3-65-18W5 PL,0.52,O,NG,0,114.3,3.96,S,5LX   ,X42 ,4960,W,U,25,,KAYBOB
6011 -  12,ALPHABOW ENERGY LTD.,,,,"Apr 16, 2001",10-3-65-18W5 WE,16-33-64-18W5 PL,1.56,O,NG,0,168.3,4.78,S,5LX   ,X42 ,4960,W,U,30,,KAYBOB
6011 -  13,ALPHABOW ENERGY LTD.,,,,"Apr 16, 2001",16-33-64-18W5 PL,16-33-64-18W5 PL,0.08,O,NG,0,168.3,4.78,S,5LX   ,X42 ,4960,W,U,30,CC,KAYBOB
6011 -  14,ALPHABOW ENERGY LTD.,,,,"Apr 16, 2001",16-33-64-18W5 PL,7-20-64-18W5 PL,5.02,O,NG,0,168.3,4.78,S,5LX   ,X42 ,4960,W,U,30,,KAYBOB
6011 -  15,ALPHABOW ENERGY LTD.,,,,"Apr 16, 2001",10-29-64-18W5 BE,10-29-64-18W5 BE,0.02,A,NG,0,60.3,5.49,S,A53   ,B   ,0,W,U,0,,KAYBOB
6011 -  16,ALPHABOW ENERGY LTD.,,,,"Feb 3, 2005",10-31-64-17W5 BE,4-6-65-17W5 BE,1.4,A,NG,0,88.9,4,S,Z245.1,2901,0,W,U,0,,KAYBOB
6011 -  17,ALPHABOW ENERGY LTD.,,,,"Apr 16, 2001",15-2-65-18W5 PL,9-3-65-18W5 PL,1.31,O,NG,0,114.3,3.96,S,5LX   ,X42 ,4960,W,U,25,,KAYBOB
6056 -  1,ALPHABOW ENERGY LTD.,,,,"Apr 8, 1994",4-27-64-19W5 PL,8-9-64-19W5 GP,4.4,O,NG,0,273.1,5.16,S,5LX   ,X42 ,4960,W,U,45,,KAYBOB
