UWI,Formatted UWI,CA Number,CA Core Number,CA Interval Top,Line Core,Interval Depth (m),Interval Length,Kmax,K90,Kvert,Porosity,Grain Density,Bulk Density,Bulk Mass Oil,Bulk Mass Water,Bulk Mass Sand,Pore Volume Oil,Pore Volume Water,Bulk Volume Oil,Bulk Volume Water,Grain Mass Oil,Grain Mass Water,Lithology
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,FD,1926.1,0.3,0.34,0.23,0.11,0.094,2639.0,,,,,,,,,,,SS  M/C F   INTRSLT
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,DE,1926.4,0.38,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,FD,1926.78,0.07,0.12,0.07,0.02,0.06,2707.0,,,,,,,,,,,SS  M/C F   INTRSLT
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,DE,1926.85,0.13,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,FD,1926.98,0.18,0.07,0.03,0.01,0.073,2644.0,,,,,,,,,,,SS  M/C F   INTRSLT
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,DE,1927.16,0.27,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,FD,1927.43,0.15,0.08,0.06,0.01,0.071,2636.0,,,,,,,,,,,SS  M/C F   INTRSLT
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,FD,1927.58,0.07,0.17,0.14,0.03,0.078,2616.0,,,,,,,,,,,SS  M/C F   INTRSLT
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,DE,1927.65,0.03,,,,,,,,,,,,,,,,NOT ANALYSED - DENSE
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,DE,1927.68,0.08,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,FD,1927.76,0.05,0.4,0.11,0.02,0.072,2648.0,,,,,,,,,,,SS  M/C F   INTRSLT
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,DE,1927.81,0.04,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,FD,1927.85,0.11,0.33,0.25,0.06,0.081,2636.0,,,,,,,,,,,SS  M/C F   INTRSLT
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,FD,1927.96,0.1,0.2,0.09,0.08,0.094,2673.0,,,,,,,,,,,SS  M/C F   INTRSLT
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,DE,1928.06,0.02,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,SS,1928.08,0.04,0.04,,,0.111,,,,,,,,,,,,SS  M/C F   INTRSLT
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,DE,1928.12,0.17,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,FD,1928.29,0.09,0.1,0.08,0.03,0.085,2660.0,,,,,,,,,,,SS  M/C F   INTRSLT
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,FD,1928.38,0.21,2.52,1.74,1.08,0.124,2664.0,,,,,,,,,,,SS  M/C F   INTRSLT
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,DE,1928.59,0.11,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,FD,1928.7,0.2,0.53,0.37,0.1,0.089,2618.0,,,,,,,,,,,SS  M/C F   INTRSLT
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,DE,1928.9,0.08,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,FD,1928.98,0.06,0.79,0.1,0.01,0.054,2645.0,,,,,,,,,,,SS  M/C F   INTRSLT
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,DE,1929.04,0.13,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,FD,1929.17,0.12,0.7,0.41,0.08,0.071,2623.0,,,,,,,,,,,SS  M/C F   INTRSLT
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,DE,1929.29,0.13,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,SS,1929.42,0.03,0.04,,,0.127,,,,,,,,,,,,SS  M/C F   INTRSLT
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,DE,1929.45,0.13,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,FD,1929.58,0.07,0.06,0.02,0.01,0.063,2673.0,,,,,,,,,,,SS  M/C F   INTRSLT
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,FD,1929.65,0.14,0.22,0.09,0.04,0.078,2677.0,,,,,,,,,,,SS  M/C F   INTRSLT
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,DE,1929.79,0.08,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,FD,1929.87,0.06,0.33,0.19,0.04,0.05,2682.0,,,,,,,,,,,SS  M/C F   INTRSLT SH
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,DE,1929.93,0.08,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,FD,1930.01,0.11,0.08,0.08,0.02,0.047,2649.0,,,,,,,,,,,SS  M/C F   INTRSLT SH
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,DE,1930.12,0.04,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,SS,1930.16,0.04,0.01,,,0.073,,,,,,,,,,,,SS  M/C F   INTRSLT SH
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,DE,1930.2,1.08,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,FD,1931.28,0.15,0.07,0.03,0.01,0.04,2657.0,,,,,,,,,,,SS  M/C F   INTRSLT SH  PRY
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,DE,1931.43,0.14,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,FD,1931.57,0.05,0.5,0.11,0.02,0.038,2676.0,,,,,,,,,,,SS  M/C F   INTRSLT SH
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,DE,1931.62,0.5,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,FD,1932.12,0.06,0.74,0.1,0.03,0.04,2688.0,,,,,,,,,,,SS  M/C F   INTRSLT SH
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,DE,1932.18,0.7,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,FD,1932.88,0.05,0.79,0.31,0.05,0.038,2686.0,,,,,,,,,,,SS  M/C F   INTRSLT SH
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,DE,1932.93,2.45,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,1,1924.0,RU,1935.38,0.62,,,,,,,,,,,,,,,,NOT ANALYSED - RUBBLE
100161805518W500,100/16-18-055-18W5/00,027496,2,1924.0,DE,1944.0,2.0,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,2,1924.0,FD,1946.0,0.08,89.0,71.2,13.4,0.124,2631.0,,,,,,,,,,,CGL M/C M   INTRSH
100161805518W500,100/16-18-055-18W5/00,027496,2,1924.0,DE,1946.08,0.09,,,,,,,,,,,,,,,,NOT ANALYSED - ANHYDRITE
100161805518W500,100/16-18-055-18W5/00,027496,2,1924.0,DE,1946.17,1.12,,,,,,,,,,,,,,,,NOT ANALYSED - DENSE
100161805518W500,100/16-18-055-18W5/00,027496,2,1924.0,FD,1947.29,0.09,8.53,5.6,0.36,0.047,2816.0,,,,,,,,,,,CGL M/C M   INTRSH  SID
100161805518W500,100/16-18-055-18W5/00,027496,2,1924.0,FD,1947.38,0.29,8.01,,,0.047,3093.0,,,,,,,,,,,CGL M/C M   INTRSID
100161805518W500,100/16-18-055-18W5/00,027496,2,1924.0,DE,1947.67,0.3,,,,,,,,,,,,,,,,NOT ANALYSED - DENSE
100161805518W500,100/16-18-055-18W5/00,027496,2,1924.0,FD,1947.97,0.1,24.2,16.0,1.85,0.065,2653.0,,,,,,,,,,,CGL M/C M   INTRH/F SH  SID
100161805518W500,100/16-18-055-18W5/00,027496,2,1924.0,DE,1948.07,0.03,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,2,1924.0,FD,1948.1,0.27,2.8,2.52,0.51,0.043,2655.0,,,,,,,,,,,CGL M/C M   INTRH/F SH  SID
100161805518W500,100/16-18-055-18W5/00,027496,2,1924.0,FD,1948.37,0.2,5.2,2.67,0.09,0.031,2871.0,,,,,,,,,,,CGL M/C M   INTRH/F SH  SID
100161805518W500,100/16-18-055-18W5/00,027496,2,1924.0,FD,1948.57,0.29,0.72,0.44,0.1,0.041,2667.0,,,,,,,,,,,SS  UNC F   INTRSH
100161805518W500,100/16-18-055-18W5/00,027496,2,1924.0,DE,1948.86,2.44,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,2,1924.0,DE,1951.3,0.15,,,,,,,,,,,,,,,,NOT ANALYSED - DENSE
100161805518W500,100/16-18-055-18W5/00,027496,2,1924.0,DE,1951.45,0.06,,,,,,,,,,,,,,,,NOT ANALYSED - ANHYDRITE
100161805518W500,100/16-18-055-18W5/00,027496,2,1924.0,FD,1951.51,0.17,118.0,76.8,11.8,0.115,2766.0,,,,,,,,,,,CGL M/C CR  INTRSID
100161805518W500,100/16-18-055-18W5/00,027496,2,1924.0,FD,1951.68,0.14,23.1,21.4,4.11,0.067,2612.0,,,,,,,,,,,CGL M/C CR  INTRH/F SH
100161805518W500,100/16-18-055-18W5/00,027496,2,1924.0,DE,1951.82,1.28,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,2,1924.0,RU,1953.1,0.1,,,,,,,,,,,,,,,,NOT ANALYSED - RUBBLE
100161805518W500,100/16-18-055-18W5/00,027496,3,1924.0,DE,1953.2,1.64,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,3,1924.0,FD,1954.84,0.21,1.0,0.74,0.24,0.057,2662.0,,,,,,,,,,,SS  M/C F   INTRSLT SH
100161805518W500,100/16-18-055-18W5/00,027496,3,1924.0,FD,1955.05,0.13,0.66,0.66,0.12,0.062,2644.0,,,,,,,,,,,SS  M/C F   INTRSLT SH
100161805518W500,100/16-18-055-18W5/00,027496,3,1924.0,FD,1955.18,0.07,7.04,2.95,0.21,0.057,2616.0,,,,,,,,,,,SS  M/C F   INTRV/F SLT SH
100161805518W500,100/16-18-055-18W5/00,027496,3,1924.0,DE,1955.25,0.04,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100161805518W500,100/16-18-055-18W5/00,027496,3,1924.0,FD,1955.29,0.17,2.8,2.27,0.29,0.051,2654.0,,,,,,,,,,,SS  M/C F   INTRH/F SLT SH
100161805518W500,100/16-18-055-18W5/00,027496,3,1924.0,FD,1955.46,0.17,0.3,0.29,0.05,0.053,2655.0,,,,,,,,,,,SS  M/C F   INTRSLT SH
100161805518W500,100/16-18-055-18W5/00,027496,3,1924.0,FD,1955.63,0.19,0.4,0.27,0.11,0.057,2689.0,,,,,,,,,,,SS  M/C F   INTRSLT SH
100161805518W500,100/16-18-055-18W5/00,027496,3,1924.0,FD,1955.82,0.17,0.99,0.35,0.09,0.05,2678.0,,,,,,,,,,,SS  M/C F   INTRSLT SH
100161805518W500,100/16-18-055-18W5/00,027496,3,1924.0,FD,1955.99,0.29,0.69,0.51,0.42,0.048,2655.0,,,,,,,,,,,SS  M/C F   INTRSLT SH
100161805518W500,100/16-18-055-18W5/00,027496,3,1924.0,FD,1956.28,0.21,0.33,0.22,0.08,0.046,2662.0,,,,,,,,,,,SS  M/C F   INTRSLT SH
100161805518W500,100/16-18-055-18W5/00,027496,3,1924.0,FD,1956.49,0.16,0.31,0.15,0.03,0.051,2665.0,,,,,,,,,,,SS  M/C F   INTRSLT SH
100161805518W500,100/16-18-055-18W5/00,027496,3,1924.0,DE,1956.65,5.55,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,DE,1921.0,3.16,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1924.16,0.14,8.02,2.42,0.73,0.028,2660.0,,,,,,0.974,,,,,CGL ARGL
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,FD,1924.3,0.17,8.02,2.42,0.73,0.028,2660.0,,,,,,0.974,,,,,CGL ARGL
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,DE,1924.47,0.26,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1924.73,0.04,0.01,,,0.014,2650.0,,,,,,0.873,,,,,SS  VF
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1924.77,0.65,0.01,,,0.042,2690.0,,,,,,0.963,,,,,SS  VF  SID
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1925.42,0.07,2.29,,,0.028,2660.0,,,,,,0.795,,,,,CGL
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,DE,1925.49,0.07,,,,,,,,,,,,,,,,NOT ANALYSED - ANHYDRITE
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1925.56,0.19,0.04,,,0.069,2640.0,,,,,,0.27,,,,,SS  VF
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,DE,1925.75,0.03,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1925.78,0.07,0.02,,,0.066,2650.0,,,,,,0.328,,,,,SS  VF
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,DE,1925.85,0.09,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1925.94,0.07,0.01,,,0.044,2690.0,,,,,,0.288,,,,,SS  VF  CALC
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1926.01,0.07,0.01,,,0.026,2680.0,,,,,,0.445,,,,,SS  VF  CALC
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1926.08,0.06,0.01,,,0.026,2680.0,,,,,,0.445,,,,,SS  VF  CALC
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,DE,1926.14,0.2,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1926.34,0.13,0.02,,,0.055,2660.0,,,,,,0.452,,,,,SS  VF
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,DE,1926.47,0.18,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1926.65,0.14,0.01,,,0.073,2660.0,,,,,,0.277,,,,,SS  VF
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1926.79,0.14,0.01,,,0.073,2660.0,,,,,,0.277,,,,,SS  VF
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,DE,1926.93,0.29,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1927.22,0.07,0.19,,,0.111,2640.0,,,,,,0.167,,,,,SS  VF
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1927.29,0.14,0.08,,,0.073,2680.0,,,,,,0.235,,,,,SS  VF
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1927.43,0.13,0.08,,,0.073,2680.0,,,,,,0.235,,,,,SS  VF  CALC
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1927.56,0.14,1.06,,,0.133,2640.0,,,,,,0.104,,,,,SS  VF
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,DE,1927.7,0.03,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1927.73,0.11,0.02,,,0.085,2650.0,,,,,,0.221,,,,,SS  VF
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,DE,1927.84,0.04,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1927.88,0.09,0.5,,,0.128,2650.0,,,,,,0.106,,,,,SS  VF
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1927.97,0.07,0.35,,,0.126,2650.0,,,,,,0.161,,,,,SS  VF
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1928.04,0.19,0.35,,,0.126,2650.0,,,,,,0.161,,,,,SS  VF
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,DE,1928.23,0.1,,,,,,,,,,,,,,,,NOT ANALYSED - ANHYDRITE
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1928.33,0.15,0.01,,,0.072,2660.0,,,,,,0.482,,,,,SS  VF  ARGL
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1928.48,0.17,0.01,,,0.049,2690.0,,,,,,0.777,,,,,SS  VF  SID
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,DE,1928.65,0.03,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1928.68,0.04,0.01,,,0.045,2670.0,,,,,,0.812,,,,,SS  VF
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,DE,1928.72,0.04,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1928.76,0.07,0.01,,,0.045,2670.0,,,,,,0.812,,,,,SS  VF
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,DE,1928.83,0.16,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1928.99,0.51,0.01,,,0.044,2670.0,,,,,,0.86,,,,,SS  VF
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1929.5,0.19,0.01,,,0.045,2660.0,,,,,,0.594,,,,,SS  VF
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1929.69,0.11,0.01,,,0.045,2660.0,,,,,,0.594,,,,,SS  VF
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,DE,1929.8,0.52,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1930.32,0.21,0.02,,,0.044,2660.0,,,,,,0.547,,,,,SS  VF  SH
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,DE,1930.53,0.33,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,DE,1930.86,0.05,,,,,,,,,,,,,,,,NOT ANALYSED - ANHYDRITE
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,DE,1930.91,0.73,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,SS,1931.64,0.15,0.01,,,0.039,2690.0,,,,,,0.885,,,,,SS  VF  SID
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,DE,1931.79,0.52,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,DE,1932.31,0.05,,,,,,,,,,,,,,,,NOT ANALYSED - ANHYDRITE
100121905518W500,100/12-19-055-18W5/00,032052,1,1921.0,DE,1932.36,1.84,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1943.0,2.63,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,SS,1945.63,0.03,0.15,,,0.057,2670.0,,,,,,0.723,,,,,SS  VF  CHT
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1945.66,0.06,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,SS,1945.72,0.07,0.02,,,0.051,2680.0,,,,,,0.741,,,,,SS  VF  SID
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1945.79,0.12,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,SS,1945.91,0.09,0.36,,,0.05,2680.0,,,,,,0.805,,,,,SS  VF  SID
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,SS,1946.0,0.1,0.01,,,0.024,3120.0,,,,,,0.739,,,,,SS  VF  CHT SID
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1946.1,0.06,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1946.16,0.07,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1946.23,0.08,,,,,,,,,,,,,,,,NOT ANALYSED - ANHYDRITE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1946.31,0.06,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1946.37,0.05,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1946.42,0.06,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1946.48,0.07,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1946.55,0.07,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1946.62,0.07,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,SS,1946.69,0.12,2.17,,,0.107,2650.0,,,,,,0.203,,,,,SS  F   P/S CHT
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1946.81,0.1,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,SS,1946.91,0.08,0.01,,,0.049,2680.0,,,,,,0.94,,,,,SS  VF  SID
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1946.99,0.06,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1947.05,0.06,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1947.11,0.07,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,SS,1947.18,0.08,0.01,,,0.05,2670.0,,,,,,0.742,,,,,SS  VF  CHT SID
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1947.26,0.12,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,SS,1947.38,0.23,0.01,,,0.044,2720.0,,,,,,0.549,,,,,SS  VF  CHT SID
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1947.61,0.09,,,,,,,,,,,,,,,,NOT ANALYSED - ANHYDRITE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,SS,1947.7,0.19,0.01,,,0.049,2670.0,,,,,,0.742,,,,,SS  VF  CHT SID
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1947.89,0.04,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,SS,1947.93,0.06,0.01,,,0.046,2690.0,,,,,,0.938,,,,,SS  VF  CHT SID
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1947.99,0.44,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1948.43,0.07,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1948.5,0.07,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1948.57,0.07,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,SS,1948.64,0.08,0.52,,,0.054,2740.0,,,,,,0.3,,,,,SS  VF  SID
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,SS,1948.72,0.09,0.02,,,0.045,2700.0,,,,,,0.454,,,,,SS  VF  SID
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1948.81,0.07,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1948.88,0.08,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1948.96,0.09,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,SS,1949.05,0.16,0.2,,,0.047,2690.0,,,,,,0.812,,,,,SS  VF  SID
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1949.21,4.25,,,,,,,,,,,,,,,,NOT ANALYSED - SHALE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,FD,1953.46,0.15,131.0,16.7,25.2,0.081,3000.0,,,,,,0.195,,,,,CGL V/F SID
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1953.61,0.05,,,,,,,,,,,,,,,,NOT ANALYSED - ANHYDRITE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,SS,1953.66,0.07,29.3,,,0.114,2700.0,,,,,,0.139,,,,,SS  F   P/S CHT SID
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,DE,1953.73,0.05,,,,,,,,,,,,,,,,NOT ANALYSED - ANHYDRITE
100121905518W500,100/12-19-055-18W5/00,032052,2,1921.0,SS,1953.78,0.12,24.2,22.4,4.0,0.1,2850.0,,,,,,0.1,,,,,CGL SID
