uwi,formatted uwi,date,top measure (m) (m),bottom measure (m) (m),formation,treatment
100120205619W502,100/12-02-056-19W5/02,1980-09-06,2164.0,2180.0,SECOND WHITE SPECKS,JET PERFORATION
100120205619W502,100/12-02-056-19W5/02,1980-09-10,2164.0,2180.0,SECOND WHITE SPECKS,ACID SQUEEZE - PRESS USED
100120205619W502,100/12-02-056-19W5/02,1980-09-16,1974.2,1985.6,CARDIUM SD,ACID SQUEEZE - PRESS USED
100120205619W502,100/12-02-056-19W5/02,2004-09-24,2156.1,0.0,SECOND WHITE SPECKS,PACKER
100120605319W500,100/12-06-053-19W5/00,2007-09-16,2305.5,2310.5,CARDIUM SD,JET PERFORATION
100120605319W500,100/12-06-053-19W5/00,2007-09-16,2320.0,2325.0,CARDIUM SD,JET PERFORATION
100120605319W500,100/12-06-053-19W5/00,2007-09-17,2305.5,2310.5,CARDIUM SD,FRACTURED
100120605319W500,100/12-06-053-19W5/00,2007-09-17,2320.0,2325.0,CARDIUM SD,FRACTURED
100120905518W500,100/12-09-055-18W5/00,1978-02-23,1869.3,1879.4,CARDIUM FM,JET PERFORATION
100120905518W500,100/12-09-055-18W5/00,1978-02-23,1869.3,1883.1,CARDIUM FM,ACID SQUEEZE - PRESS USED
100120905518W500,100/12-09-055-18W5/00,1978-02-23,1881.2,1883.1,CARDIUM SD,JET PERFORATION
100120905518W500,100/12-09-055-18W5/00,1985-10-09,1901.4,1904.4,CARDIUM SD,JET PERFORATION
100120905518W500,100/12-09-055-18W5/00,1985-10-10,1901.4,1904.4,CARDIUM SD,FRACTURED
100121905518W500,100/12-19-055-18W5/00,1981-09-19,1927.0,1928.0,CARDIUM SD,JET PERFORATION
100121905518W500,100/12-19-055-18W5/00,1981-09-19,1945.0,1946.0,CARDIUM SD,JET PERFORATION
100121905518W500,100/12-19-055-18W5/00,1981-09-19,1952.5,1955.0,CARDIUM SD,JET PERFORATION
100121905518W500,100/12-19-055-18W5/00,1981-09-23,1927.0,1955.0,CARDIUM SD,FRACTURED
100121906419W500,100/12-19-064-19W5/00,1993-06-18,1786.0,0.0,GETHING FM,HISTORICAL
100121906419W500,100/12-19-064-19W5/00,1993-08-13,1745.5,1750.0,GETHING FM,JET PERFORATION
100121906419W500,100/12-19-064-19W5/00,1993-08-13,1757.5,1759.5,GETHING FM,JET PERFORATION
100121906419W500,100/12-19-064-19W5/00,1993-08-16,1745.5,1759.5,GETHING FM,FRACTURED
100121906419W500,100/12-19-064-19W5/00,1993-08-31,1732.0,1740.0,GETHING FM,BRIDGE PLUG CAPPED W/CEMENT
100121906419W500,100/12-19-064-19W5/00,1994-08-24,1467.5,1475.0,MANNVILLE GRP,JET PERFORATION
100121906419W500,100/12-19-064-19W5/00,1994-08-24,1479.5,1480.5,MANNVILLE GRP,JET PERFORATION
100121906419W500,100/12-19-064-19W5/00,1994-08-24,1482.0,1486.5,MANNVILLE GRP,JET PERFORATION
100122105519W500,100/12-21-055-19W5/00,1998-08-20,2703.0,2705.0,,JET PERFORATION
100122105519W500,100/12-21-055-19W5/00,1998-08-21,2703.0,2705.0,,ACID SQUEEZE - PRESS USED
100122105519W500,100/12-21-055-19W5/00,1998-08-23,2686.0,2694.0,,BRIDGE PLUG CAPPED W/CEMENT
100122105519W500,100/12-21-055-19W5/00,1998-08-26,2195.0,2210.0,,JET PERFORATION
100122105519W500,100/12-21-055-19W5/00,1998-08-30,1999.5,2000.5,,JET PERFORATION
100122105519W500,100/12-21-055-19W5/00,1998-09-01,2040.0,0.0,,CEMENT RETAINER
100122105519W500,100/12-21-055-19W5/00,1998-09-01,2044.0,2046.0,,JET PERFORATION
100122105519W500,100/12-21-055-19W5/00,1998-09-01,2182.0,2190.0,,BRIDGE PLUG CAPPED W/CEMENT
100122105519W500,100/12-21-055-19W5/00,1998-09-02,1999.5,2046.0,,REMEDIAL CASING
100122105519W500,100/12-21-055-19W5/00,1998-09-08,1989.0,1994.0,,JET PERFORATION
100122105519W500,100/12-21-055-19W5/00,1998-09-10,1989.0,1994.0,,FRACTURED
100122306419W500,100/12-23-064-19W5/00,1958-10-11,2464.3,2471.9,WINTERBURN GRP,ACID SQUEEZE - PRESS USED
100122306419W500,100/12-23-064-19W5/00,1958-10-11,2464.3,2471.9,WINTERBURN GRP,JET PERFORATION
100122306419W500,100/12-23-064-19W5/00,1958-10-15,2464.3,2471.9,WINTERBURN GRP,CEMENT SQUEEZE
100122306419W500,100/12-23-064-19W5/00,1958-10-17,2959.6,2960.2,SWAN HILLS MBR,JET PERFORATION
100122306419W500,100/12-23-064-19W5/00,1958-10-17,2966.0,2966.6,SWAN HILLS MBR,JET PERFORATION
100122306419W500,100/12-23-064-19W5/00,1958-10-17,2968.4,2970.3,SWAN HILLS MBR,JET PERFORATION
100122306419W500,100/12-23-064-19W5/00,1958-10-17,2971.8,2972.4,SWAN HILLS MBR,JET PERFORATION
100122306419W500,100/12-23-064-19W5/00,1958-10-18,2959.6,2972.4,SWAN HILLS MBR,ACID SQUEEZE - PRESS USED
100122306419W500,100/12-23-064-19W5/00,1958-10-21,2438.4,2992.2,WABAMUN GRP,CEMENT PLUG
100122306419W500,100/12-23-064-19W5/00,1961-12-04,1413.7,1417.3,BLAIRMORE GRP,JET PERFORATION
100123005518W500,100/12-30-055-18W5/00,1981-09-28,1936.0,1937.0,CARDIUM SD,JET PERFORATION
100123005518W500,100/12-30-055-18W5/00,1981-09-28,1957.0,1959.5,CARDIUM SD,JET PERFORATION
100123005518W500,100/12-30-055-18W5/00,1981-09-29,1936.0,1959.5,CARDIUM SD,CHEMICAL SQUEEZE
100131405720W500,100/13-14-057-20W5/00,2010-01-29,3350.0,3352.0,,OPEN-HOLE COMPLETION
100131405720W500,100/13-14-057-20W5/00,2010-02-08,2394.8,2395.0,,FRACTURED
100131405720W500,100/13-14-057-20W5/00,2010-02-08,2496.2,2496.4,,FRACTURED
100131405720W500,100/13-14-057-20W5/00,2010-02-08,2594.5,2594.7,,FRACTURED
100131405720W500,100/13-14-057-20W5/00,2010-02-08,2696.7,2696.9,,FRACTURED
100131405720W500,100/13-14-057-20W5/00,2010-02-08,2907.1,2907.3,,FRACTURED
100131405720W500,100/13-14-057-20W5/00,2010-02-08,3020.1,3020.3,,FRACTURED
100131405720W500,100/13-14-057-20W5/00,2010-02-08,3134.8,3135.0,,FRACTURED
100131405720W500,100/13-14-057-20W5/00,2010-02-08,3248.7,3248.9,,FRACTURED
100131405720W500,100/13-14-057-20W5/00,2010-02-08,3336.3,3336.5,,FRACTURED
100132205720W500,100/13-22-057-20W5/00,2009-11-03,2084.69,2084.8,,FRACTURED
100132205720W500,100/13-22-057-20W5/00,2009-11-03,2196.4,2196.5,,FRACTURED
100132205720W500,100/13-22-057-20W5/00,2009-11-03,2282.0,2282.1,,FRACTURED
100132205720W500,100/13-22-057-20W5/00,2009-11-03,2327.4,2327.5,,FRACTURED
100132205720W500,100/13-22-057-20W5/00,2009-11-03,2452.5,2452.6,,FRACTURED
100133305418W500,100/13-33-054-18W5/00,1980-02-28,1871.0,1875.0,CARDIUM SD,JET PERFORATION
100133305418W500,100/13-33-054-18W5/00,1980-02-28,1882.5,1884.5,CARDIUM SD,JET PERFORATION
100133305418W500,100/13-33-054-18W5/00,1980-03-02,1871.0,1884.5,CARDIUM SD,FRACTURED
100133305418W500,100/13-33-054-18W5/00,1980-03-05,1853.0,1855.0,CARDIUM FM,JET PERFORATION
100133305418W500,100/13-33-054-18W5/00,1980-03-07,1853.0,1855.0,CARDIUM FM,FRACTURED
100133305720W500,100/13-33-057-20W5/00,2010-06-16,2000.0,2000.2,,ABRASA-JET PERFORATION
100133305720W500,100/13-33-057-20W5/00,2010-06-16,2200.0,2200.2,,ABRASA-JET PERFORATION
100133305720W500,100/13-33-057-20W5/00,2010-06-16,2620.0,2620.2,,ABRASA-JET PERFORATION
100133305720W500,100/13-33-057-20W5/00,2010-06-16,2835.0,2835.2,,ABRASA-JET PERFORATION
100133305720W500,100/13-33-057-20W5/00,2010-06-16,2840.0,2840.2,,ABRASA-JET PERFORATION
100133305720W500,100/13-33-057-20W5/00,2010-06-16,2940.0,2940.2,,ABRASA-JET PERFORATION
100133305720W500,100/13-33-057-20W5/00,2010-06-16,3022.0,3022.2,,ABRASA-JET PERFORATION
100133305720W500,100/13-33-057-20W5/00,2010-06-17,2000.0,3022.2,,FRACTURED
100133405818W500,100/13-34-058-18W5/00,2003-03-15,2401.3,0.0,GETHING FM,PACKER
100133405818W500,100/13-34-058-18W5/00,2003-03-15,2407.5,2410.0,GETHING FM,JET PERFORATION
100133405818W500,100/13-34-058-18W5/00,2003-03-15,2410.5,2413.0,GETHING FM,JET PERFORATION
100133405818W500,100/13-34-058-18W5/00,2003-03-15,2415.0,2417.5,GETHING FM,JET PERFORATION
100133405818W500,100/13-34-058-18W5/00,2003-03-15,2418.5,2419.5,GETHING FM,JET PERFORATION
100133405818W500,100/13-34-058-18W5/00,2003-03-15,2423.5,2424.5,GETHING FM,JET PERFORATION
100133405818W500,100/13-34-058-18W5/00,2003-03-16,2407.5,2410.0,GETHING FM,FRACTURED
100133405818W500,100/13-34-058-18W5/00,2003-03-16,2410.5,2413.0,GETHING FM,FRACTURED
100133405818W500,100/13-34-058-18W5/00,2003-03-16,2415.0,2417.5,GETHING FM,FRACTURED
100133405818W500,100/13-34-058-18W5/00,2003-03-16,2418.5,2419.5,GETHING FM,FRACTURED
100133405818W500,100/13-34-058-18W5/00,2003-03-16,2423.5,2424.5,GETHING FM,FRACTURED
100133405818W500,100/13-34-058-18W5/00,2003-03-21,2386.0,2389.5,GETHING FM,JET PERFORATION
100133405818W500,100/13-34-058-18W5/00,2003-03-21,2391.0,2394.0,GETHING FM,JET PERFORATION
100133405818W500,100/13-34-058-18W5/00,2003-03-23,2386.0,2389.5,GETHING FM,FRACTURED
100133405818W500,100/13-34-058-18W5/00,2003-03-23,2391.0,2394.0,GETHING FM,FRACTURED
100133405818W502,100/13-34-058-18W5/02,2003-03-15,2401.3,0.0,GETHING FM,PACKER
100133405818W502,100/13-34-058-18W5/02,2003-03-15,2407.5,2410.0,GETHING FM,JET PERFORATION
100133405818W502,100/13-34-058-18W5/02,2003-03-15,2410.5,2413.0,GETHING FM,JET PERFORATION
100133405818W502,100/13-34-058-18W5/02,2003-03-15,2415.0,2417.5,GETHING FM,JET PERFORATION
100133405818W502,100/13-34-058-18W5/02,2003-03-15,2418.5,2419.5,GETHING FM,JET PERFORATION
100133405818W502,100/13-34-058-18W5/02,2003-03-15,2423.5,2424.5,GETHING FM,JET PERFORATION
100133405818W502,100/13-34-058-18W5/02,2003-03-16,2407.5,2410.0,GETHING FM,FRACTURED
100133405818W502,100/13-34-058-18W5/02,2003-03-16,2410.5,2413.0,GETHING FM,FRACTURED
100133405818W502,100/13-34-058-18W5/02,2003-03-16,2415.0,2417.5,GETHING FM,FRACTURED
100133405818W502,100/13-34-058-18W5/02,2003-03-16,2418.5,2419.5,GETHING FM,FRACTURED
100133405818W502,100/13-34-058-18W5/02,2003-03-16,2423.5,2424.5,GETHING FM,FRACTURED
100133405818W502,100/13-34-058-18W5/02,2003-03-21,2386.0,2389.5,GETHING FM,JET PERFORATION
100133405818W502,100/13-34-058-18W5/02,2003-03-21,2391.0,2394.0,GETHING FM,JET PERFORATION
100133405818W502,100/13-34-058-18W5/02,2003-03-23,2386.0,2389.5,GETHING FM,FRACTURED
100133405818W502,100/13-34-058-18W5/02,2003-03-23,2391.0,2394.0,GETHING FM,FRACTURED
100140405518W500,100/14-04-055-18W5/00,1979-08-20,1879.0,1882.0,CARDIUM SD,JET PERFORATION
100140405518W500,100/14-04-055-18W5/00,1979-08-20,1884.0,1886.0,CARDIUM SD,JET PERFORATION
100140405518W500,100/14-04-055-18W5/00,1979-08-20,1888.0,1890.0,CARDIUM SD,JET PERFORATION
100140405518W500,100/14-04-055-18W5/00,1979-12-09,1857.0,1860.0,CARDIUM SD,JET PERFORATION
100140405518W500,100/14-04-055-18W5/00,1979-12-17,1857.0,1860.0,CARDIUM SD,FRACTURED
100140406021W502,100/14-04-060-21W5/02,2005-08-09,2486.0,2492.0,CADOMIN FM,JET PERFORATION
100140406021W502,100/14-04-060-21W5/02,2005-08-10,2486.0,2492.0,CADOMIN FM,FRACTURED
100140406021W502,100/14-04-060-21W5/02,2005-08-18,2451.0,2457.0,GETHING FM,JET PERFORATION
100140406021W502,100/14-04-060-21W5/02,2005-08-18,2475.0,2478.0,GETHING FM,BRIDGE PLUG CAPPED W/CEMENT
100140406021W502,100/14-04-060-21W5/02,2005-08-22,2451.0,2457.0,GETHING FM,FRACTURED
100140706022W500,100/14-07-060-22W5/00,1980-08-22,1819.5,1827.0,CARDIUM SD,JET PERFORATION
100140706022W500,100/14-07-060-22W5/00,1980-08-23,1819.5,1827.0,CARDIUM SD,ACID SQUEEZE - PRESS USED
100140706022W500,100/14-07-060-22W5/00,1980-08-26,1819.5,1827.0,CARDIUM SD,FRACTURED
100140805518W500,100/14-08-055-18W5/00,1979-07-30,1894.0,1897.5,CARDIUM SD,JET PERFORATION
100140805518W500,100/14-08-055-18W5/00,1979-07-30,1901.0,1905.0,CARDIUM SD,JET PERFORATION
100140805518W500,100/14-08-055-18W5/00,1979-08-23,1874.5,1879.5,CARDIUM FM,JET PERFORATION
100140805518W500,100/14-08-055-18W5/00,1979-08-24,1874.5,1879.5,CARDIUM FM,FRACTURED
100140805518W500,100/14-08-055-18W5/00,1981-06-19,1874.5,1905.0,CARDIUM FM,FRACTURED
100142705620W502,100/14-27-056-20W5/02,1985-09-10,2243.0,2249.5,SECOND WHITE SPECKS,JET PERFORATION
100142705620W502,100/14-27-056-20W5/02,1985-09-10,2251.0,2253.0,SECOND WHITE SPECKS,JET PERFORATION
100142705620W502,100/14-27-056-20W5/02,1985-09-12,2243.0,2253.0,SECOND WHITE SPECKS,ACID SQUEEZE - PRESS USED
100142705620W502,100/14-27-056-20W5/02,1985-09-13,2218.0,2235.0,SECOND WHITE SPECKS,JET PERFORATION
100142705620W502,100/14-27-056-20W5/02,1985-09-16,2218.0,2253.0,SECOND WHITE SPECKS,ACID SQUEEZE - PRESS USED
100142705620W502,100/14-27-056-20W5/02,1985-09-17,2203.0,2215.0,SECOND WHITE SPECKS,JET PERFORATION
100142705620W502,100/14-27-056-20W5/02,1985-09-17,2203.0,2253.0,SECOND WHITE SPECKS,ACID SQUEEZE - PRESS USED
100142705620W502,100/14-27-056-20W5/02,1985-09-23,2203.0,2253.0,SECOND WHITE SPECKS,ACID SQUEEZE - PRESS USED
100142705620W502,100/14-27-056-20W5/02,1986-11-04,2042.0,2050.0,KASKAPAU FM,BRIDGE PLUG CAPPED W/CEMENT
100142705620W502,100/14-27-056-20W5/02,1986-11-04,2192.0,2200.0,SECOND WHITE SPECKS,BRIDGE PLUG CAPPED W/CEMENT
100142705620W502,100/14-27-056-20W5/02,1986-11-05,1957.5,0.0,BADHEART FM,HISTORICAL
100142705620W502,100/14-27-056-20W5/02,1986-11-06,1996.0,1998.0,CARDIUM SD,JET PERFORATION
100142705620W502,100/14-27-056-20W5/02,1986-11-06,1996.0,2014.5,CARDIUM SD,FRACTURED
100142705620W502,100/14-27-056-20W5/02,1986-11-06,2012.5,2014.5,CARDIUM SD,JET PERFORATION
100143205514W500,100/14-32-055-14W5/00,1992-01-16,2112.0,2171.0,MANNVILLE GRP,SLOTTED LINER OR CASING
100143205514W500,100/14-32-055-14W5/00,2001-03-03,2129.5,2133.5,MANNVILLE GRP,JET PERFORATION
100151206023W500,100/15-12-060-23W5/00,2009-08-13,2436.0,2438.0,CARDIUM SD,OPEN-HOLE COMPLETION
100151206023W500,100/15-12-060-23W5/00,2009-08-26,2027.7,2027.8,CARDIUM SD,FRACTURED
100151206023W500,100/15-12-060-23W5/00,2009-08-26,2143.5,2143.6,CARDIUM SD,FRACTURED
100151206023W500,100/15-12-060-23W5/00,2009-08-26,2246.3,2246.4,CARDIUM SD,FRACTURED
100151206023W500,100/15-12-060-23W5/00,2009-08-26,2349.5,2349.6,CARDIUM SD,FRACTURED
100151206023W500,100/15-12-060-23W5/00,2009-08-26,2422.3,2422.4,CARDIUM SD,FRACTURED
100152105619W502,100/15-21-056-19W5/02,1999-09-21,600.0,601.0,,REMEDIAL CASING
100152105619W502,100/15-21-056-19W5/02,1999-09-21,600.0,601.0,,JET PERFORATION
100152105619W502,100/15-21-056-19W5/02,1999-09-24,2167.69,2170.8,,JET PERFORATION
100152105619W502,100/15-21-056-19W5/02,1999-09-24,2185.4,2187.2,,JET PERFORATION
100152105619W502,100/15-21-056-19W5/02,1999-09-24,2190.3,2192.1,,JET PERFORATION
100152105619W502,100/15-21-056-19W5/02,1999-11-20,2185.4,2187.8,,JET PERFORATION
100152105619W502,100/15-21-056-19W5/02,1999-11-20,2190.3,2192.1,,JET PERFORATION
100152105619W502,100/15-21-056-19W5/02,1999-11-22,2185.4,2192.1,,FRACTURED
100152205216W500,100/15-22-052-16W5/00,1973-02-11,1899.5,1903.8,CARDIUM SD,JET PERFORATION
100152205216W500,100/15-22-052-16W5/00,1973-02-12,1899.5,1903.8,CARDIUM SD,ACID SQUEEZE - PRESS USED
100152205216W500,100/15-22-052-16W5/00,1973-02-14,1899.5,1903.8,CARDIUM SD,FRACTURED
100152805418W500,100/15-28-054-18W5/00,1981-05-22,1864.5,1867.0,CARDIUM SD,JET PERFORATION
100152805418W500,100/15-28-054-18W5/00,1981-05-26,1864.5,1867.0,CARDIUM SD,FRACTURED
100152805418W500,100/15-28-054-18W5/00,1981-07-20,1843.0,1845.5,CARDIUM SD,JET PERFORATION
100152805418W500,100/15-28-054-18W5/00,1981-07-21,1843.0,1845.5,CARDIUM SD,FRACTURED
100152805418W500,100/15-28-054-18W5/00,1981-07-21,1843.0,1845.5,CARDIUM SD,ACID SQUEEZE - PRESS USED
100153205418W500,100/15-32-054-18W5/00,1981-09-24,1878.5,1881.0,CARDIUM SD,JET PERFORATION
100153205418W500,100/15-32-054-18W5/00,1981-09-25,1878.5,1881.0,CARDIUM SD,ACID SQUEEZE - PRESS USED
100153205418W500,100/15-32-054-18W5/00,1981-09-26,1878.5,1881.0,CARDIUM SD,FRACTURED
100153205418W500,100/15-32-054-18W5/00,1981-09-28,1858.5,1860.5,CARDIUM SD,JET PERFORATION
100153205418W500,100/15-32-054-18W5/00,1981-09-29,1858.5,1860.5,CARDIUM SD,FRACTURED
100153305720W500,100/15-33-057-20W5/00,2010-03-06,2076.0,2955.0,,OPEN-HOLE COMPLETION
100153305720W500,100/15-33-057-20W5/00,2010-06-19,2520.0,2520.2,,ABRASA-JET PERFORATION
100153305720W500,100/15-33-057-20W5/00,2010-06-19,2647.0,2647.2,,ABRASA-JET PERFORATION
100153305720W500,100/15-33-057-20W5/00,2010-06-19,2790.0,2790.2,,ABRASA-JET PERFORATION
100153305720W500,100/15-33-057-20W5/00,2010-06-20,1951.0,1951.2,,ABRASA-JET PERFORATION
100153305720W500,100/15-33-057-20W5/00,2010-06-20,1951.0,2790.2,,FRACTURED
100153305720W500,100/15-33-057-20W5/00,2010-06-20,2145.0,2145.19,,ABRASA-JET PERFORATION
100153305720W500,100/15-33-057-20W5/00,2010-06-20,2450.0,2450.2,,ABRASA-JET PERFORATION
100160505518W500,100/16-05-055-18W5/00,1980-08-21,1888.0,1891.0,CARDIUM SD,JET PERFORATION
100160505518W500,100/16-05-055-18W5/00,1980-08-21,1895.0,1898.0,CARDIUM SD,JET PERFORATION
100160505518W500,100/16-05-055-18W5/00,1980-08-23,1888.0,1898.0,CARDIUM SD,FRACTURED
100160505518W500,100/16-05-055-18W5/00,1980-08-29,1868.0,1872.0,CARDIUM SD,JET PERFORATION
100160505518W500,100/16-05-055-18W5/00,1980-08-31,1868.0,1872.0,CARDIUM SD,FRACTURED
100160505518W500,100/16-05-055-18W5/00,2003-11-05,1868.0,1872.0,CARDIUM SD,JET PERFORATION
100161605619W500,100/16-16-056-19W5/00,1975-08-17,2164.1,2165.0,SECOND WHITE SPECKS,JET PERFORATION
100161605619W500,100/16-16-056-19W5/00,1975-08-17,2284.5,2285.4,SECOND WHITE SPECKS,JET PERFORATION
100161605619W500,100/16-16-056-19W5/00,1975-08-19,2164.1,2165.0,SECOND WHITE SPECKS,CEMENT SQUEEZE
100161605619W500,100/16-16-056-19W5/00,1975-08-19,2281.4,2301.2,SECOND WHITE SPECKS,CEMENT PLUG
100161605619W500,100/16-16-056-19W5/00,1975-08-21,2252.5,2267.7,SECOND WHITE SPECKS,JET PERFORATION
100161605619W500,100/16-16-056-19W5/00,1975-08-22,2252.5,2267.7,SECOND WHITE SPECKS,ACID WASH - NO PRESSURE
100161605619W500,100/16-16-056-19W5/00,1975-08-23,2252.5,2267.7,SECOND WHITE SPECKS,ACID SQUEEZE - PRESS USED
100161805518W500,100/16-18-055-18W5/00,1978-12-02,2138.0,2147.0,SECOND WHITE SPECKS,JET PERFORATION
100161805518W500,100/16-18-055-18W5/00,1978-12-02,2167.0,2173.0,SECOND WHITE SPECKS,JET PERFORATION
100161805518W500,100/16-18-055-18W5/00,1978-12-05,2138.0,2173.0,SECOND WHITE SPECKS,ACID SQUEEZE - PRESS USED
100161805518W500,100/16-18-055-18W5/00,1978-12-07,2122.0,2130.0,SECOND WHITE SPECKS,BRIDGE PLUG CAPPED W/CEMENT
100161805518W500,100/16-18-055-18W5/00,1978-12-12,1929.3,1930.5,CARDIUM SD,FRACTURED
100161805518W500,100/16-18-055-18W5/00,1978-12-12,1929.3,1930.5,CARDIUM SD,JET PERFORATION
100161805518W500,100/16-18-055-18W5/00,1980-09-26,1946.5,1949.5,CARDIUM SD,JET PERFORATION
100161805518W500,100/16-18-055-18W5/00,1980-09-26,1952.0,1953.0,CARDIUM SD,JET PERFORATION
100161805518W500,100/16-18-055-18W5/00,1980-09-26,1955.5,1956.5,CARDIUM SD,JET PERFORATION
100161805518W500,100/16-18-055-18W5/00,1980-10-03,1946.5,1956.5,CARDIUM SD,FRACTURED
100161805518W500,100/16-18-055-18W5/00,2003-11-10,1929.3,1930.5,CARDIUM SD,JET PERFORATION
100161905320W500,100/16-19-053-20W5/00,2007-02-22,2294.0,2300.0,CARDIUM SD,JET PERFORATION
100161905320W500,100/16-19-053-20W5/00,2007-02-24,2294.0,2300.0,CARDIUM SD,FRACTURED
100162205418W502,100/16-22-054-18W5/02,2000-03-12,1867.0,1869.0,,JET PERFORATION
100162205418W502,100/16-22-054-18W5/02,2000-03-17,2461.5,2464.5,,JET PERFORATION
100162205418W502,100/16-22-054-18W5/02,2000-03-17,2516.5,2521.0,,JET PERFORATION
100162205418W502,100/16-22-054-18W5/02,2000-03-18,2557.0,2564.0,,JET PERFORATION
100162205418W502,100/16-22-054-18W5/02,2000-03-19,2555.0,2564.0,,JET PERFORATION
100162205418W502,100/16-22-054-18W5/02,2000-03-22,2555.0,2564.0,,FRACTURED
100162205418W502,100/16-22-054-18W5/02,2000-12-15,2542.0,2550.0,,BRIDGE PLUG CAPPED W/CEMENT
100162205418W502,100/16-22-054-18W5/02,2000-12-17,2500.7,2508.7,,BRIDGE PLUG CAPPED W/CEMENT
100162205418W502,100/16-22-054-18W5/02,2000-12-19,1846.0,1848.0,,JET PERFORATION
100162205418W502,100/16-22-054-18W5/02,2000-12-19,1867.0,1869.0,,JET PERFORATION
100163105619W502,100/16-31-056-19W5/02,1996-01-25,2922.0,2929.7,NORDEGG MBR,JET PERFORATION
100163105619W502,100/16-31-056-19W5/02,1996-01-30,2916.2,0.0,NORDEGG MBR,HISTORICAL
100163105619W502,100/16-31-056-19W5/02,1996-02-04,2922.0,2929.7,NORDEGG MBR,FRACTURED
100163105619W502,100/16-31-056-19W5/02,1996-02-19,2904.0,2911.0,NORDEGG MBR,JET PERFORATION
100163105619W502,100/16-31-056-19W5/02,1996-02-25,2904.0,2911.0,NORDEGG MBR,ACID SQUEEZE - PRESS USED
100163105619W502,100/16-31-056-19W5/02,1999-11-17,2892.0,2900.0,FERNIE GRP,BRIDGE PLUG CAPPED W/CEMENT
100163105619W502,100/16-31-056-19W5/02,1999-11-17,2900.0,0.0,FERNIE GRP,BRIDGE PLUG
100163105619W502,100/16-31-056-19W5/02,1999-11-19,2852.0,2858.0,GETHING FM,JET PERFORATION
100163105619W502,100/16-31-056-19W5/02,1999-11-21,2348.0,2366.0,CARDIUM SD,JET PERFORATION
100163105619W502,100/16-31-056-19W5/02,1999-11-21,2840.0,2848.0,GETHING FM,BRIDGE PLUG CAPPED W/CEMENT
100163105619W502,100/16-31-056-19W5/02,1999-11-21,2848.0,0.0,GETHING FM,BRIDGE PLUG
100163105619W502,100/16-31-056-19W5/02,1999-11-23,2142.5,2146.5,LEA PARK FM,JET PERFORATION
100163105619W502,100/16-31-056-19W5/02,1999-11-23,2161.0,2164.0,CARDIUM SD,JET PERFORATION
100163105619W502,100/16-31-056-19W5/02,1999-11-23,2336.0,2344.0,CARDIUM SD,BRIDGE PLUG CAPPED W/CEMENT
100163105619W502,100/16-31-056-19W5/02,1999-11-23,2344.0,0.0,CARDIUM SD,BRIDGE PLUG
100163105619W502,100/16-31-056-19W5/02,1999-12-02,2142.5,2164.0,LEA PARK FM,FRACTURED
102011206420W500,102/01-12-064-20W5/00,2008-03-24,1511.5,1515.5,HARMON MBR,JET PERFORATION
102011206420W500,102/01-12-064-20W5/00,2008-03-29,1511.5,1515.5,HARMON MBR,ACID SQUEEZE - PRESS USED
102022006419W500,102/02-20-064-19W5/00,1996-08-14,1460.0,1473.0,,OPEN-HOLE COMPLETION
102062105217W500,102/06-21-052-17W5/00,1997-11-19,2583.0,2583.3,BLUESKY FM,JET PERFORATION
102062105217W500,102/06-21-052-17W5/00,1997-11-19,2597.0,2597.3,BLUESKY FM,JET PERFORATION
102062105217W500,102/06-21-052-17W5/00,1997-11-20,2583.0,2597.3,BLUESKY FM,ACID SQUEEZE - PRESS USED
102062105217W500,102/06-21-052-17W5/00,1997-11-20,2583.0,2597.3,BLUESKY FM,REMEDIAL CASING
102062105217W500,102/06-21-052-17W5/00,1997-11-25,2577.0,2580.0,BLUESKY FM,JET PERFORATION
102062105217W500,102/06-21-052-17W5/00,1997-11-26,2577.0,2580.0,BLUESKY FM,FRACTURED
102100205918W500,102/10-02-059-18W5/00,2002-11-20,2168.9,0.0,GETHING FM,PACKER
102100205918W500,102/10-02-059-18W5/00,2002-11-20,2183.0,2185.0,GETHING FM,JET PERFORATION
102100205918W500,102/10-02-059-18W5/00,2002-11-21,2183.0,2185.0,GETHING FM,FRACTURED
102100205918W500,102/10-02-059-18W5/00,2002-11-26,1929.5,1935.5,NOTIKEWIN MBR,JET PERFORATION
102100205918W500,102/10-02-059-18W5/00,2002-11-26,1937.0,1940.0,NOTIKEWIN MBR,JET PERFORATION
102100205918W500,102/10-02-059-18W5/00,2002-11-26,1941.0,1943.0,NOTIKEWIN MBR,JET PERFORATION
102100205918W500,102/10-02-059-18W5/00,2002-11-27,1929.5,1935.5,NOTIKEWIN MBR,FRACTURED
102100205918W500,102/10-02-059-18W5/00,2002-11-27,1937.0,1940.0,NOTIKEWIN MBR,FRACTURED
102100205918W500,102/10-02-059-18W5/00,2002-11-27,1941.0,1943.0,NOTIKEWIN MBR,FRACTURED
102100205918W502,102/10-02-059-18W5/02,2002-11-20,2168.9,0.0,GETHING FM,PACKER
102100205918W502,102/10-02-059-18W5/02,2002-11-20,2183.0,2185.0,GETHING FM,JET PERFORATION
102100205918W502,102/10-02-059-18W5/02,2002-11-21,2183.0,2185.0,GETHING FM,FRACTURED
102100205918W502,102/10-02-059-18W5/02,2002-11-26,1929.5,1935.5,NOTIKEWIN MBR,JET PERFORATION
