uwi,formatted uwi,tvd top depth (m),tvd bottom depth (m),tmd top depth (m),tmd bottom depth (m),formation name
100082805418W500,100/08-28-054-18W5/00,1747.87,1767.62,1766.06,1797.36,BADHEART FM
100082805418W500,100/08-28-054-18W5/00,1767.62,1828.44,1797.36,1930.35,MUSKIKI FM
100082805418W500,100/08-28-054-18W5/00,1828.44,1844.6,1930.35,1969.16,CARDIUM FM
100082805418W500,100/08-28-054-18W5/00,1844.6,1000000.0,1969.16,1000000.0,CARDIUM SD
100091405620W500,100/09-14-056-20W5/00,1575.0,1921.0,1575.0,1921.0,BELLY RIVER GRP
100091405620W500,100/09-14-056-20W5/00,1921.0,2005.0,1921.0,2005.0,LEA PARK FM
100091405620W500,100/09-14-056-20W5/00,2005.0,2135.0,2005.0,2135.0,COLORADO GRP
100091405620W500,100/09-14-056-20W5/00,2135.0,2197.0,2135.0,2197.0,BADHEART FM
100091405620W500,100/09-14-056-20W5/00,2197.0,2230.0,2197.0,2230.0,CARDIUM FM
100091405620W500,100/09-14-056-20W5/00,2230.0,2270.0,2230.0,2270.0,CARDIUM SD
100091405620W500,100/09-14-056-20W5/00,2270.0,1000000.0,2270.0,1000000.0,KASKAPAU FM
100092005619W502,100/09-20-056-19W5/02,1516.0,1848.0,1516.0,1848.0,BELLY RIVER GRP
100092005619W502,100/09-20-056-19W5/02,1848.0,1951.5,1848.0,1951.5,LEA PARK FM
100092005619W502,100/09-20-056-19W5/02,1951.5,2078.0,1951.5,2078.0,COLORADO GRP
100092005619W502,100/09-20-056-19W5/02,2078.0,2152.5,2078.0,2152.5,BADHEART FM
100092005619W502,100/09-20-056-19W5/02,2152.5,2172.0,2152.5,2172.0,CARDIUM FM
100092005619W502,100/09-20-056-19W5/02,2172.0,2283.5,2172.0,2283.5,CARDIUM SD
100092005619W502,100/09-20-056-19W5/02,2283.5,1000000.0,2283.5,1000000.0,SECOND WHITE SPECKS
100100106518W500,100/10-01-065-18W5/00,757.7,861.1,757.7,861.1,LEA PARK FM
100100106518W500,100/10-01-065-18W5/00,861.1,938.2,861.1,938.2,COLORADO GRP
100100106518W500,100/10-01-065-18W5/00,938.2,1013.5,938.2,1013.5,BADHEART FM
100100106518W500,100/10-01-065-18W5/00,1013.5,1099.1,1013.5,1099.1,CARDIUM FM
100100106518W500,100/10-01-065-18W5/00,1099.1,1305.5,1099.1,1305.5,SECOND WHITE SPECKS
100100106518W500,100/10-01-065-18W5/00,1305.5,1351.5,1305.5,1351.5,BASE FISH SCALES MARKER
100100106518W500,100/10-01-065-18W5/00,1351.5,1361.15,1351.5,1361.15,VIKING FM
100100106518W500,100/10-01-065-18W5/00,1361.15,1376.46,1361.15,1376.46,VIKING SANDSTONE
100100106518W500,100/10-01-065-18W5/00,1376.46,1387.0,1376.46,1387.0,JOLI FOU FM
100100106518W500,100/10-01-065-18W5/00,1387.0,1608.47,1387.0,1608.47,MANNVILLE GRP
100100106518W500,100/10-01-065-18W5/00,1608.47,1634.29,1608.47,1634.29,BLUESKY FM
100100106518W500,100/10-01-065-18W5/00,1634.29,1660.9,1634.29,1660.9,GETHING FM
100100106518W500,100/10-01-065-18W5/00,1660.9,1718.4,1660.9,1718.4,FERNIE GRP
100100106518W500,100/10-01-065-18W5/00,1718.4,1738.64,1718.4,1738.64,NORDEGG MBR
100100106518W500,100/10-01-065-18W5/00,1738.64,1762.7,1738.64,1762.7,MONTNEY FM
100100106518W500,100/10-01-065-18W5/00,1762.7,1880.3,1762.7,1880.3,DEBOLT FM
100100106518W500,100/10-01-065-18W5/00,1880.3,1927.9,1880.3,1927.9,PEKISKO FM
100100106518W500,100/10-01-065-18W5/00,1927.9,2123.8,1927.9,2123.8,BANFF FM
100100106518W500,100/10-01-065-18W5/00,2123.8,2126.9,2123.8,2126.9,EXSHAW FM
100100106518W500,100/10-01-065-18W5/00,2126.9,2347.9,2126.9,2347.9,WABAMUN GRP
100100106518W500,100/10-01-065-18W5/00,2347.9,2534.7,2347.9,2534.7,WINTERBURN GRP
100100106518W500,100/10-01-065-18W5/00,2534.7,2747.5,2534.7,2747.5,WOODBEND GRP
100100106518W500,100/10-01-065-18W5/00,2747.5,2793.8,2747.5,2793.8,DUVERNAY FM
100100106518W500,100/10-01-065-18W5/00,2793.8,2921.5,2793.8,2921.5,BEAVERHILL LAKE GRP
100100106518W500,100/10-01-065-18W5/00,2921.5,2930.7,2921.5,2930.7,ELK POINT GRP
100100106518W500,100/10-01-065-18W5/00,2930.7,2954.7,2930.7,2954.7,GILWOOD MBR
100100106518W500,100/10-01-065-18W5/00,2954.7,3010.2,2954.7,3010.2,UPPER CAMBRIAN
100100106518W500,100/10-01-065-18W5/00,3010.2,3028.8,3010.2,3028.8,MIDDLE CAMBRIAN
100100106518W500,100/10-01-065-18W5/00,3028.8,3230.9,3028.8,3230.9,ELDON FM
100100106518W500,100/10-01-065-18W5/00,3230.9,1000000.0,3230.9,1000000.0,PRECAMBRIAN SYSTEM
100100306518W500,100/10-03-065-18W5/00,734.0,840.3,734.0,840.3,LEA PARK FM
100100306518W500,100/10-03-065-18W5/00,840.3,917.4,840.3,917.4,COLORADO GRP
100100306518W500,100/10-03-065-18W5/00,917.4,993.0,917.4,993.0,BADHEART FM
100100306518W500,100/10-03-065-18W5/00,993.0,1082.0,993.0,1082.0,CARDIUM FM
100100306518W500,100/10-03-065-18W5/00,1082.0,1294.2,1082.0,1294.2,SECOND WHITE SPECKS
100100306518W500,100/10-03-065-18W5/00,1294.2,1376.8,1294.2,1376.8,BASE FISH SCALES MARKER
100100306518W500,100/10-03-065-18W5/00,1376.8,1598.7,1376.8,1598.7,NOTIKEWIN MBR
100100306518W500,100/10-03-065-18W5/00,1598.7,1645.3,1598.7,1645.3,GETHING FM
100100306518W500,100/10-03-065-18W5/00,1645.3,1000000.0,1645.3,1000000.0,FERNIE GRP
100100506419W500,100/10-05-064-19W5/00,829.1,922.0,829.1,922.0,WAPIABI FM
100100506419W500,100/10-05-064-19W5/00,922.0,1000.7,922.0,1000.7,COLORADO GRP
100100506419W500,100/10-05-064-19W5/00,1000.7,1083.0,1000.7,1083.0,BADHEART FM
100100506419W500,100/10-05-064-19W5/00,1083.0,1181.1,1083.0,1181.1,CARDIUM FM
100100506419W500,100/10-05-064-19W5/00,1181.1,1407.9,1181.1,1407.9,SECOND WHITE SPECKS
100100506419W500,100/10-05-064-19W5/00,1407.9,1456.9,1407.9,1456.9,BASE FISH SCALES MARKER
100100506419W500,100/10-05-064-19W5/00,1456.9,1486.2,1456.9,1486.2,VIKING SANDSTONE
100100506419W500,100/10-05-064-19W5/00,1486.2,1719.7,1486.2,1719.7,BLAIRMORE GRP
100100506419W500,100/10-05-064-19W5/00,1719.7,1793.4,1719.7,1793.4,GETHING FM
100100506419W500,100/10-05-064-19W5/00,1793.4,1820.9,1793.4,1820.9,FERNIE GRP
100100506419W500,100/10-05-064-19W5/00,1820.9,1858.4,1820.9,1858.4,NORDEGG MBR
100100506419W500,100/10-05-064-19W5/00,1858.4,1912.3,1858.4,1912.3,TRIASSIC SYSTEM
100100506419W500,100/10-05-064-19W5/00,1912.3,2047.3,1912.3,2047.3,MISSISSIPPIAN SYSTEM
100100506419W500,100/10-05-064-19W5/00,2047.3,2094.0,2047.3,2094.0,PEKISKO FM
100100506419W500,100/10-05-064-19W5/00,2094.0,2286.6,2094.0,2286.6,BANFF FM
100100506419W500,100/10-05-064-19W5/00,2286.6,2508.8,2286.6,2508.8,WABAMUN GRP
100100506419W500,100/10-05-064-19W5/00,2508.8,2718.8,2508.8,2718.8,WINTERBURN GRP
100100506419W500,100/10-05-064-19W5/00,2718.8,2899.6,2718.8,2899.6,IRETON FM
100100506419W500,100/10-05-064-19W5/00,2899.6,2956.6,2899.6,2956.6,DUVERNAY FM
100100506419W500,100/10-05-064-19W5/00,2956.6,1000000.0,2956.6,1000000.0,BEAVERHILL LAKE GRP
100100706021W502,100/10-07-060-21W5/02,1438.88,1520.88,1438.88,1520.88,LEA PARK FM
100100706021W502,100/10-07-060-21W5/02,1520.88,1619.75,1520.88,1619.75,COLORADO GRP
100100706021W502,100/10-07-060-21W5/02,1619.75,1704.32,1619.75,1704.32,BADHEART FM
100100706021W502,100/10-07-060-21W5/02,1704.32,1825.08,1704.32,1825.08,CARDIUM SD
100100706021W502,100/10-07-060-21W5/02,1825.08,1998.62,1825.08,1998.62,SECOND WHITE SPECKS
100100706021W502,100/10-07-060-21W5/02,1998.62,2079.91,1998.62,2079.91,DUNVEGAN FM
100100706021W502,100/10-07-060-21W5/02,2079.91,2125.4,2079.91,2125.4,BASE FISH SCALES MARKER
100100706021W502,100/10-07-060-21W5/02,2125.4,2382.12,2125.4,2382.12,VIKING SANDSTONE
100100706021W502,100/10-07-060-21W5/02,2382.12,2397.02,2382.12,2397.02,BLUESKY FM
100100706021W502,100/10-07-060-21W5/02,2397.02,2489.77,2397.02,2489.77,GETHING FM
100100706021W502,100/10-07-060-21W5/02,2489.77,2526.7,2489.77,2526.7,CADOMIN FM
100100706021W502,100/10-07-060-21W5/02,2526.7,1000000.0,2526.7,1000000.0,FERNIE GRP
100100706418W500,100/10-07-064-18W5/00,835.8,897.0,835.8,897.0,LEA PARK FM
100100706418W500,100/10-07-064-18W5/00,897.0,976.0,897.0,976.0,COLORADO GRP
100100706418W500,100/10-07-064-18W5/00,976.0,1056.4,976.0,1056.4,BADHEART FM
100100706418W500,100/10-07-064-18W5/00,1056.4,1151.5,1056.4,1151.5,CARDIUM FM
100100706418W500,100/10-07-064-18W5/00,1151.5,1372.8,1151.5,1372.8,SECOND WHITE SPECKS
100100706418W500,100/10-07-064-18W5/00,1372.8,1405.1,1372.8,1405.1,BASE FISH SCALES MARKER
100100706418W500,100/10-07-064-18W5/00,1405.1,1446.6,1405.1,1446.6,VIKING SANDSTONE
100100706418W500,100/10-07-064-18W5/00,1446.6,1000000.0,1446.6,1000000.0,BLAIRMORE GRP
100100805720W500,100/10-08-057-20W5/00,1565.0,1655.0,1565.0,1655.0,LEA PARK FM
100100805720W500,100/10-08-057-20W5/00,1655.0,1765.0,1655.0,1765.0,COLORADO GRP
100100805720W500,100/10-08-057-20W5/00,1765.0,1783.0,1765.0,1783.0,BADHEART FM
100100805720W500,100/10-08-057-20W5/00,1783.0,1841.0,1783.0,1841.0,MUSKIKI FM
100100805720W500,100/10-08-057-20W5/00,1841.0,1858.0,1841.0,1858.0,CARDIUM FM
100100805720W500,100/10-08-057-20W5/00,1858.0,1902.0,1858.0,1902.0,CARDIUM SD
100100805720W500,100/10-08-057-20W5/00,1902.0,1000000.0,1902.0,1000000.0,KASKAPAU FM
100101406420W500,100/10-14-064-20W5/00,879.7,962.6,879.7,962.6,LEA PARK FM
100101406420W500,100/10-14-064-20W5/00,962.6,1100.6,962.6,1100.6,COLORADO GRP
100101406420W500,100/10-14-064-20W5/00,1100.6,1128.7,1100.6,1128.7,CARDIUM FM
100101406420W500,100/10-14-064-20W5/00,1128.7,1229.3,1128.7,1229.3,CARDIUM SD
100101406420W500,100/10-14-064-20W5/00,1229.3,1460.9,1229.3,1460.9,SECOND WHITE SPECKS
100101406420W500,100/10-14-064-20W5/00,1460.9,1496.6,1460.9,1496.6,BASE FISH SCALES MARKER
100101406420W500,100/10-14-064-20W5/00,1496.6,1539.8,1496.6,1539.8,VIKING SANDSTONE
100101406420W500,100/10-14-064-20W5/00,1539.8,1569.7,1539.8,1569.7,NOTIKEWIN MBR
100101406420W500,100/10-14-064-20W5/00,1569.7,1771.8,1569.7,1771.8,FALHER MBR
100101406420W500,100/10-14-064-20W5/00,1771.8,1781.9,1771.8,1781.9,GLAUCONITIC SS
100101406420W500,100/10-14-064-20W5/00,1781.9,1837.3,1781.9,1837.3,GETHING FM
100101406420W500,100/10-14-064-20W5/00,1837.3,1880.9,1837.3,1880.9,FERNIE GRP
100101406420W500,100/10-14-064-20W5/00,1880.9,1917.5,1880.9,1917.5,NORDEGG MBR
100101406420W500,100/10-14-064-20W5/00,1917.5,1985.2,1917.5,1985.2,MONTNEY FM
100101406420W500,100/10-14-064-20W5/00,1985.2,1000000.0,1985.2,1000000.0,DEBOLT FM
100102406420W500,100/10-24-064-20W5/00,833.9,920.5,833.9,920.5,LEA PARK FM
100102406420W500,100/10-24-064-20W5/00,920.5,996.7,920.5,996.7,COLORADO GRP
100102406420W500,100/10-24-064-20W5/00,996.7,1178.7,996.7,1178.7,BADHEART FM
100102406420W500,100/10-24-064-20W5/00,1178.7,1404.5,1178.7,1404.5,SECOND WHITE SPECKS
100102406420W500,100/10-24-064-20W5/00,1404.5,1442.9,1404.5,1442.9,BASE FISH SCALES MARKER
100102406420W500,100/10-24-064-20W5/00,1442.9,1486.5,1442.9,1486.5,VIKING SANDSTONE
100102406420W500,100/10-24-064-20W5/00,1486.5,1721.5,1486.5,1721.5,MANNVILLE GRP
100102406420W500,100/10-24-064-20W5/00,1721.5,1780.0,1721.5,1780.0,GETHING FM
100102406420W500,100/10-24-064-20W5/00,1780.0,1825.4,1780.0,1825.4,FERNIE GRP
100102406420W500,100/10-24-064-20W5/00,1825.4,1861.4,1825.4,1861.4,NORDEGG MBR
100102406420W500,100/10-24-064-20W5/00,1861.4,1924.5,1861.4,1924.5,MONTNEY FM
100102406420W500,100/10-24-064-20W5/00,1924.5,1000000.0,1924.5,1000000.0,DEBOLT FM
100102906418W500,100/10-29-064-18W5/00,776.6,852.2,776.6,852.2,LEA PARK FM
100102906418W500,100/10-29-064-18W5/00,852.2,928.1,852.2,928.1,COLORADO GRP
100102906418W500,100/10-29-064-18W5/00,928.1,1007.4,928.1,1007.4,BADHEART FM
100102906418W500,100/10-29-064-18W5/00,1007.4,1098.5,1007.4,1098.5,CARDIUM SD
100102906418W500,100/10-29-064-18W5/00,1098.5,1310.6,1098.5,1310.6,SECOND WHITE SPECKS
100102906418W500,100/10-29-064-18W5/00,1310.6,1345.1,1310.6,1345.1,BASE FISH SCALES MARKER
100102906418W500,100/10-29-064-18W5/00,1345.1,1390.2,1345.1,1390.2,VIKING SANDSTONE
100102906418W500,100/10-29-064-18W5/00,1390.2,1000000.0,1390.2,1000000.0,BLAIRMORE GRP
100103105418W500,100/10-31-054-18W5/00,1272.5,1610.0,1272.5,1610.0,BELLY RIVER GRP
100103105418W500,100/10-31-054-18W5/00,1610.0,1724.0,1610.0,1724.0,LEA PARK FM
100103105418W500,100/10-31-054-18W5/00,1724.0,1830.0,1724.0,1830.0,COLORADO GRP
100103105418W500,100/10-31-054-18W5/00,1830.0,1896.0,1830.0,1896.0,BADHEART FM
100103105418W500,100/10-31-054-18W5/00,1896.0,1923.0,1896.0,1923.0,CARDIUM FM
100103105418W500,100/10-31-054-18W5/00,1923.0,1961.0,1923.0,1961.0,CARDIUM SD
100103105418W500,100/10-31-054-18W5/00,1961.0,2075.0,1961.0,2075.0,BLACKSTONE FM
100103105418W500,100/10-31-054-18W5/00,2075.0,1000000.0,2075.0,1000000.0,SECOND WHITE SPECKS
100103106417W500,100/10-31-064-17W5/00,790.3,878.4,790.3,878.4,LEA PARK FM
100103106417W500,100/10-31-064-17W5/00,878.4,1118.6,878.4,1118.6,COLORADO GRP
100103106417W500,100/10-31-064-17W5/00,1118.6,1326.8,1118.6,1326.8,SECOND WHITE SPECKS
100103106417W500,100/10-31-064-17W5/00,1326.8,1369.5,1326.8,1369.5,BASE FISH SCALES MARKER
100103106417W500,100/10-31-064-17W5/00,1369.5,1404.8,1369.5,1404.8,VIKING SANDSTONE
100103106417W500,100/10-31-064-17W5/00,1404.8,1612.1,1404.8,1612.1,MANNVILLE GRP
100103106417W500,100/10-31-064-17W5/00,1612.1,1688.6,1612.1,1688.6,GETHING FM
100103106417W500,100/10-31-064-17W5/00,1688.6,1000000.0,1688.6,1000000.0,FERNIE GRP
100110105518W502,100/11-01-055-18W5/02,1477.5,1605.0,1477.5,1605.0,LEA PARK FM
100110105518W502,100/11-01-055-18W5/02,1605.0,1770.0,1605.0,1770.0,COLORADO GRP
100110105518W502,100/11-01-055-18W5/02,1770.0,1798.0,1770.0,1798.0,CARDIUM FM
100110105518W502,100/11-01-055-18W5/02,1798.0,2141.5,1798.0,2141.5,CARDIUM SD
100110105518W502,100/11-01-055-18W5/02,2141.5,2186.0,2141.5,2186.0,BASE FISH SCALES MARKER
100110105518W502,100/11-01-055-18W5/02,2186.0,2193.0,2186.0,2193.0,VIKING SANDSTONE
100110105518W502,100/11-01-055-18W5/02,2193.0,2198.0,2193.0,2198.0,JOLI FOU FM
100110105518W502,100/11-01-055-18W5/02,2198.0,2402.0,2198.0,2402.0,MANNVILLE GRP
100110105518W502,100/11-01-055-18W5/02,2402.0,2418.0,2402.0,2418.0,BLUESKY FM
100110105518W502,100/11-01-055-18W5/02,2418.0,2503.5,2418.0,2503.5,GETHING FM
100110105518W502,100/11-01-055-18W5/02,2503.5,2513.5,2503.5,2513.5,FERNIE GRP
100110105518W502,100/11-01-055-18W5/02,2513.5,2568.8,2513.5,2568.8,NORDEGG MBR
100110105518W502,100/11-01-055-18W5/02,2568.8,2579.2,2568.8,2579.2,ELKTON MBR
100110105518W502,100/11-01-055-18W5/02,2579.2,1000000.0,2579.2,1000000.0,SHUNDA FM
100110105720W500,100/11-01-057-20W5/00,1308.0,1692.0,1308.0,1692.0,BELLY RIVER GRP
100110105720W500,100/11-01-057-20W5/00,1692.0,1808.2,1692.0,1808.2,LEA PARK FM
100110105720W500,100/11-01-057-20W5/00,1808.2,1990.0,1808.2,1990.0,COLORADO GRP
100110105720W500,100/11-01-057-20W5/00,1990.0,2008.5,1990.0,2008.5,CARDIUM FM
100110105720W500,100/11-01-057-20W5/00,2008.5,2123.7,2008.5,2123.7,CARDIUM SD
100110105720W500,100/11-01-057-20W5/00,2123.7,2372.5,2123.7,2372.5,SECOND WHITE SPECKS
100110105720W500,100/11-01-057-20W5/00,2372.5,2410.0,2372.5,2410.0,BASE FISH SCALES MARKER
100110105720W500,100/11-01-057-20W5/00,2410.0,2434.0,2410.0,2434.0,VIKING FM
100110105720W500,100/11-01-057-20W5/00,2434.0,2603.4,2434.0,2603.4,MANNVILLE GRP
100110105720W500,100/11-01-057-20W5/00,2603.4,2612.6,2603.4,2612.6,GLAUCONITIC SS
100110105720W500,100/11-01-057-20W5/00,2612.6,2740.5,2612.6,2740.5,GETHING FM
100110105720W500,100/11-01-057-20W5/00,2740.5,2764.5,2740.5,2764.5,FERNIE GRP
100110105720W500,100/11-01-057-20W5/00,2764.5,2767.0,2764.5,2767.0,ROCK CREEK MBR
100110105720W500,100/11-01-057-20W5/00,2767.0,2786.3,2767.0,2786.3,POKER CHIP SH
100110105720W500,100/11-01-057-20W5/00,2786.3,1000000.0,2786.3,1000000.0,NORDEGG MBR
100110606518W500,100/11-06-065-18W5/00,766.9,836.7,766.9,836.7,LEA PARK FM
100110606518W500,100/11-06-065-18W5/00,836.7,923.2,836.7,923.2,COLORADO GRP
100110606518W500,100/11-06-065-18W5/00,923.2,1001.6,923.2,1001.6,BADHEART FM
100110606518W500,100/11-06-065-18W5/00,1001.6,1093.3,1001.6,1093.3,CARDIUM SD
100110606518W500,100/11-06-065-18W5/00,1093.3,1305.5,1093.3,1305.5,SECOND WHITE SPECKS
100110606518W500,100/11-06-065-18W5/00,1305.5,1359.4,1305.5,1359.4,BASE FISH SCALES MARKER
100110606518W500,100/11-06-065-18W5/00,1359.4,1385.9,1359.4,1385.9,BOW ISLAND SD
100110606518W500,100/11-06-065-18W5/00,1385.9,1000000.0,1385.9,1000000.0,NOTIKEWIN MBR
100112205519W500,100/11-22-055-19W5/00,1247.0,1635.5,1247.0,1635.5,BELLY RIVER GRP
100112205519W500,100/11-22-055-19W5/00,1635.5,1768.5,1635.5,1768.5,LEA PARK FM
100112205519W500,100/11-22-055-19W5/00,1768.5,1877.0,1768.5,1877.0,COLORADO GRP
100112205519W500,100/11-22-055-19W5/00,1877.0,1896.0,1877.0,1896.0,BADHEART FM
100112205519W500,100/11-22-055-19W5/00,1896.0,1971.0,1896.0,1971.0,MUSKIKI FM
100112205519W500,100/11-22-055-19W5/00,1971.0,2019.0,1971.0,2019.0,CARDIUM SD
100112205519W500,100/11-22-055-19W5/00,2019.0,2085.0,2019.0,2085.0,KASKAPAU FM
100112205519W500,100/11-22-055-19W5/00,2085.0,2331.8,2085.0,2331.8,SECOND WHITE SPECKS
100112205519W500,100/11-22-055-19W5/00,2331.8,2366.0,2331.8,2366.0,BASE FISH SCALES MARKER
100112205519W500,100/11-22-055-19W5/00,2366.0,2385.0,2366.0,2385.0,VIKING SANDSTONE
100112205519W500,100/11-22-055-19W5/00,2385.0,2390.5,2385.0,2390.5,JOLI FOU FM
100112205519W500,100/11-22-055-19W5/00,2390.5,2695.0,2390.5,2695.0,MANNVILLE GRP
100112205519W500,100/11-22-055-19W5/00,2695.0,2709.5,2695.0,2709.5,FERNIE GRP
100112205519W500,100/11-22-055-19W5/00,2709.5,2713.0,2709.5,2713.0,ROCK CREEK MBR
100112205519W500,100/11-22-055-19W5/00,2713.0,2720.8,2713.0,2720.8,POKER CHIP SH
100112205519W500,100/11-22-055-19W5/00,2720.8,2777.0,2720.8,2777.0,NORDEGG MBR
100112205519W500,100/11-22-055-19W5/00,2777.0,2797.0,2777.0,2797.0,TRIASSIC SYSTEM
100112205519W500,100/11-22-055-19W5/00,2797.0,2804.2,2797.0,2804.2,ELKTON MBR
100112205519W500,100/11-22-055-19W5/00,2804.2,2868.0,2804.2,2868.0,SHUNDA FM
100112205519W500,100/11-22-055-19W5/00,2868.0,2901.8,2868.0,2901.8,PEKISKO FM
100112205519W500,100/11-22-055-19W5/00,2901.8,3064.8,2901.8,3064.8,BANFF FM
100112205519W500,100/11-22-055-19W5/00,3064.8,3065.2,3064.8,3065.2,EXSHAW FM
100112205519W500,100/11-22-055-19W5/00,3065.2,3292.4,3065.2,3292.4,WABAMUN GRP
100112205519W500,100/11-22-055-19W5/00,3292.4,3430.0,3292.4,3430.0,WINTERBURN GRP
100112205519W500,100/11-22-055-19W5/00,3430.0,3462.0,3430.0,3462.0,IRETON FM
100112205519W500,100/11-22-055-19W5/00,3462.0,1000000.0,3462.0,1000000.0,LEDUC FM
100112305620W500,100/11-23-056-20W5/00,1785.0,1867.5,1785.0,1867.5,LEA PARK FM
100112305620W500,100/11-23-056-20W5/00,1867.5,2000.0,1867.5,2000.0,COLORADO GRP
100112305620W500,100/11-23-056-20W5/00,2000.0,2062.0,2000.0,2062.0,BADHEART FM
100112305620W500,100/11-23-056-20W5/00,2062.0,2094.0,2062.0,2094.0,CARDIUM FM
100112305620W500,100/11-23-056-20W5/00,2094.0,2140.0,2094.0,2140.0,CARDIUM SD
100112305620W500,100/11-23-056-20W5/00,2140.0,1000000.0,2140.0,1000000.0,KASKAPAU FM
100113105619W502,100/11-31-056-19W5/02,1850.5,1939.7,1850.5,1939.7,LEA PARK FM
100113105619W502,100/11-31-056-19W5/02,1939.7,2065.9,1939.7,2065.9,COLORADO GRP
100113105619W502,100/11-31-056-19W5/02,2065.9,2139.0,2065.9,2139.0,BADHEART FM
100113105619W502,100/11-31-056-19W5/02,2139.0,2157.3,2139.0,2157.3,CARDIUM FM
100113105619W502,100/11-31-056-19W5/02,2157.3,1000000.0,2157.3,1000000.0,CARDIUM SD
100120106519W502,100/12-01-065-19W5/02,805.6,865.9,805.6,865.9,LEA PARK FM
100120106519W502,100/12-01-065-19W5/02,865.9,954.6,865.9,954.6,COLORADO GRP
100120106519W502,100/12-01-065-19W5/02,954.6,1109.8,954.6,1109.8,BADHEART FM
100120106519W502,100/12-01-065-19W5/02,1109.8,1343.9,1109.8,1343.9,SECOND WHITE SPECKS
100120106519W502,100/12-01-065-19W5/02,1343.9,1398.1,1343.9,1398.1,BASE FISH SCALES MARKER
100120106519W502,100/12-01-065-19W5/02,1398.1,1425.2,1398.1,1425.2,VIKING SANDSTONE
100120106519W502,100/12-01-065-19W5/02,1425.2,1650.8,1425.2,1650.8,MANNVILLE GRP
100120106519W502,100/12-01-065-19W5/02,1650.8,1717.9,1650.8,1717.9,GETHING FM
100120106519W502,100/12-01-065-19W5/02,1717.9,1747.7,1717.9,1747.7,FERNIE GRP
100120106519W502,100/12-01-065-19W5/02,1747.7,1789.8,1747.7,1789.8,NORDEGG MBR
100120106519W502,100/12-01-065-19W5/02,1789.8,1836.1,1789.8,1836.1,MONTNEY FM
100120106519W502,100/12-01-065-19W5/02,1836.1,1897.4,1836.1,1897.4,DEBOLT FM
100120106519W502,100/12-01-065-19W5/02,1897.4,1960.5,1897.4,1960.5,SHUNDA FM
100120106519W502,100/12-01-065-19W5/02,1960.5,2017.8,1960.5,2017.8,PEKISKO FM
100120106519W502,100/12-01-065-19W5/02,2017.8,2219.2,2017.8,2219.2,BANFF FM
100120106519W502,100/12-01-065-19W5/02,2219.2,2222.3,2219.2,2222.3,EXSHAW FM
100120106519W502,100/12-01-065-19W5/02,2222.3,2486.6,2222.3,2486.6,WABAMUN GRP
100120106519W502,100/12-01-065-19W5/02,2486.6,2596.6,2486.6,2596.6,WINTERBURN GRP
100120106519W502,100/12-01-065-19W5/02,2596.6,2899.0,2596.6,2899.0,IRETON FM
100120106519W502,100/12-01-065-19W5/02,2899.0,2966.3,2899.0,2966.3,BEAVERHILL LAKE GRP
100120106519W502,100/12-01-065-19W5/02,2966.3,3014.8,2966.3,3014.8,SWAN HILLS MBR
100120106519W502,100/12-01-065-19W5/02,3014.8,1000000.0,3014.8,1000000.0,WATT MTN FM
100120205619W500,100/12-02-056-19W5/00,1626.0,1730.5,1626.0,1730.5,LEA PARK FM
100120205619W500,100/12-02-056-19W5/00,1730.5,1861.0,1730.5,1861.0,COLORADO GRP
100120205619W500,100/12-02-056-19W5/00,1861.0,1923.0,1861.0,1923.0,BADHEART FM
100120205619W500,100/12-02-056-19W5/00,1923.0,1956.0,1923.0,1956.0,CARDIUM FM
100120205619W500,100/12-02-056-19W5/00,1956.0,2068.3,1956.0,2068.3,CARDIUM SD
100120205619W500,100/12-02-056-19W5/00,2068.3,1000000.0,2068.3,1000000.0,SECOND WHITE SPECKS
100120205619W502,100/12-02-056-19W5/02,1626.0,1730.5,1626.0,1730.5,LEA PARK FM
100120205619W502,100/12-02-056-19W5/02,1730.5,1861.0,1730.5,1861.0,COLORADO GRP
100120205619W502,100/12-02-056-19W5/02,1861.0,1923.0,1861.0,1923.0,BADHEART FM
100120205619W502,100/12-02-056-19W5/02,1923.0,1956.0,1923.0,1956.0,CARDIUM FM
100120205619W502,100/12-02-056-19W5/02,1956.0,2068.3,1956.0,2068.3,CARDIUM SD
100120205619W502,100/12-02-056-19W5/02,2068.3,1000000.0,2068.3,1000000.0,SECOND WHITE SPECKS
100120605319W500,100/12-06-053-19W5/00,0.0,1000000.0,2339.09,1000000.0,BLACKSTONE FM
100120605319W500,100/12-06-053-19W5/00,0.0,0.0,2301.9,2339.09,CARDIUM SD
100120605319W500,100/12-06-053-19W5/00,0.0,0.0,2283.21,2301.9,CARDIUM FM
100120605319W500,100/12-06-053-19W5/00,0.0,0.0,2133.15,2283.21,MUSKIKI FM
100120605319W500,100/12-06-053-19W5/00,0.0,0.0,2113.64,2133.15,BADHEART FM
100120605319W500,100/12-06-053-19W5/00,0.0,0.0,1835.41,2113.64,LEA PARK FM
100120905518W500,100/12-09-055-18W5/00,1268.6,1574.0,1268.6,1574.0,BELLY RIVER GRP
100120905518W500,100/12-09-055-18W5/00,1574.0,1683.7,1574.0,1683.7,LEA PARK FM
100120905518W500,100/12-09-055-18W5/00,1683.7,1786.7,1683.7,1786.7,COLORADO GRP
100120905518W500,100/12-09-055-18W5/00,1786.7,1853.2,1786.7,1853.2,BADHEART FM
